id,sf_participant,region,gender,age,edu,status,hh_mem,agri_long,irriga,loan,Non-Farm Act,other_inc,agri Org_mem,Year,crop1,land_crop1_in,price_crop1_in,Tot_Yield_crop1,Avg_Prod_Crop1,ProductivityCrop1_Ch,Land_Proportion_Crop1,Weight_ProduCrop1_Ch,crop2,land_crop2,price_crop2,Tot_Yield_crop2,Avg_Prod_Crop2,ProductivityCrop2_Ch,Land_Proportion_Crop2,Weight_ProduCrop2_Ch,crop3,round_crop3,land_crop3,Tot_Yield_crop3,price_crop3,Avg_Prod_Crop3,ProductivityCrop3_Ch,Land_Proportion_Crop3,Weight_ProduCrop3_Ch,Produtivity_Ch(All),Ave_ProdRisk,Ave_InputRisk,Ave_MktRisk,Ave_InfRisk,Ave_FinRisk,Overview_Risk,gov_support,29.agri_learning_chan,31.agri_tech_adapt,31.1Adapt_tech_prod,31.2farm_manag,31.3agri_entrep,31.4val_added,Avg_ProdManage,Avg_InputManage,Avg_Tech,Avg_Ana&Plan,Avg_Mkting,Avg_Network,All_Skill,Ch_ProdManage,Ch_InputManage,Ch_Tech,Ch_Ana&Plan,Ch_Mkting,Ch_Network,Ch_Skill
553,1,2,1,47,5,2,3,18,0,1,1,200000,1,0,1,16,12,7500,468.75,-0.97,0.84,-0.82,8,3,5,21000,7000,,0.157894737,0,,,,,,,,0,0,,3.75,5,4.666666667,2.5,5,4.183333333,3,3,1,1,1,1,1,4.6,4,4.25,4.2,4,4.75,4.3,0.6,0,-0.5,0.2,0,0.75,0.175
554,1,2,0,43,4,3,4,5,1,1,1,30000,1,1,8,0.5,150,8000,16000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,4.25,3.666666667,3,3,3.5,3.483333333,4,1,1,1,1,1,1,4,4,4.75,4,4,4,4.13,0.4,1,1.75,1,1,1,1.025
554,1,2,0,43,4,3,4,5,1,1,1,30000,1,0,8,0.5,150,8000,16000,19,1,19,,,,,,,0,0,,,,,,,,0,0,,4.25,3.666666667,3,3,3.5,3.483333333,4,1,1,1,1,1,1,3.6,3,3,3,3,3,3.1,-1.4,-2,-2,-2,-2,-2,-1.9
555,1,2,1,66,5,2,3,10,0,1,1,500000,1,1,1,10,10,8000,800,10.43,0.5,5.21,1,10,100,800,80,0,0.5,0,,,,,,,,0,0,5.214285714,2.5,2,1,2.5,3,2.2,3,1,1,1,1,1,1,5,5,5,5,5,5,5,1,0.333333333,1.5,1.6,1,1.25,1.113888889
555,1,2,1,66,5,2,3,10,0,1,1,500000,1,0,1,10,9,700,70,-1,0.5,-0.5,1,10,100,800,80,,0.5,0,,,,,,,,0,0,,2.5,2,1,2.5,3,2.2,3,1,1,1,1,1,1,4,4.67,3.5,3.4,4,3.75,3.89,-0.4,0.666666667,-0.5,-0.4,0,-0.75,-0.230555556
557,1,2,1,45,5,2,3,10,1,1,1,480000,1,1,5,5,10.55,71400,14280,2.11,1,2.11,,,,,,,0,0,,,,,,,,0,0,2.111111111,1.75,1.666666667,1.333333333,1.5,5,2.25,1,1,1,1,1,1,1,4.4,4,4,3.8,4,4.5,4.12,0,0,0,0,0,0,0
557,1,2,1,45,5,2,3,10,1,1,1,480000,1,0,5,5,10.1,22950,4590,3.59,1,3.59,,,,,,,0,0,,,,,,,,0,0,,1.75,1.666666667,1.333333333,1.5,5,2.25,1,1,1,1,1,1,1,4.4,4,4,3.8,4,4.5,4.12,-0.6,-1,-1,-0.8,-1,-0.5,-0.816666667
558,1,2,0,56,1,2,3,6,0,0,0,0,1,1,7,3,40,3000,1000,-0.13,1,-0.13,,,,,,,0,0,,,,,,,,0,0,-0.130434783,1.25,1,1,1,1,1.05,1,1,1,1,1,1,1,5,5,5,4.6,5,5,4.93,0.2,0,0.25,0.2,0,0,0.108333333
558,1,2,0,56,1,2,3,6,0,0,0,0,1,0,7,2,40,2300,1150,-0.57,1,-0.57,,,,,,,0,0,,,,,,,,0,0,,1.25,1,1,1,1,1.05,1,1,1,1,1,1,1,4.8,5,4.75,4.4,5,5,4.83,-0.2,0,-0.25,-0.6,0,0,-0.175
559,1,2,1,68,1,2,3,6,0,0,0,0,1,1,7,3,40,8000,2666.67,-0.16,1,-0.16,,,,,,,0,0,,,,,,,,0,0,-0.157894737,1.25,1,1,1,1,1.05,1,1,1,1,1,1,1,5,5,5,5,5,5,5,0.2,0,0.25,0.6,0,0,0.175
559,1,2,1,68,1,2,3,6,0,0,0,0,1,0,7,3,20,9500,3166.67,4.38,1,4.38,,,,,,,0,0,,,,,,,,0,0,,1.25,1,1,1,1,1.05,1,1,1,1,1,1,1,4.8,5,4.75,4.4,5,5,4.83,1.8,2,2,0.4,2.333333333,2,1.755555556
560,1,2,1,60,1,2,3,20,0,1,0,0,1,1,1,17,9,10000,588.24,-0.02,1,-0.02,,,,,,,0,0,,,,,,,,0,0,-0.019607843,3,3.333333333,3,3.5,3.5,3.266666667,2,1,1,0,1,0,0,3,3,2.75,4,2.67,3,3.07,0.6,0,0.25,1,0,0,0.308333333
560,1,2,1,60,1,2,3,20,0,1,0,0,1,0,1,16,9,9600,600,-0.16,1,-0.16,,,,,,,0,0,,,,,,,,0,0,,3,3.333333333,3,3.5,3.5,3.266666667,2,1,1,0,1,0,0,2.4,3,2.5,3,2.67,3,2.76,-2,-1.333333333,-2.5,-1.2,-2.333333333,-2,-1.894444444
561,1,2,1,58,1,2,3,20,0,1,0,0,1,1,1,14,18,10000,714.29,0,0.82,0,7,3,55,1000,333.3333333,0,0.176470588,0,,,,,,,,0,0,0,2,1,1,1,1,1.2,1,1,1,1,1,1,1,4.4,4.33,5,4.2,5,5,4.66,0,0,0,0,0,0,0
561,1,2,1,58,1,2,3,20,0,1,0,0,1,0,1,14,18,10000,714.29,-0.82,0.82,-0.68,7,3,55,1000,333.3333333,,0.176470588,0,,,,,,,,0,0,,2,1,1,1,1,1.2,1,1,1,1,1,1,1,4.4,4.33,5,4.2,5,5,4.66,0.2,0.333333333,0.25,-0.8,0,0,-0.002777778
562,1,2,1,56,1,2,10,20,0,0,1,200000,1,1,8,3,20,12000,4000,0,0.5,0,8,3,40,1000,333.3333333,0,0.5,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4.2,4,4.75,5,5,5,4.66,0,0,0,0,0,0,0
562,1,2,1,56,1,2,10,20,0,0,1,200000,1,0,8,3,20,12000,4000,0.09,0.5,0.05,8,3,40,1000,333.3333333,,0.5,0,,,,,,,,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,4.2,4,4.75,5,5,5,4.66,0.8,0.666666667,0.75,1,1.666666667,1.75,1.105555556
563,1,2,0,53,1,4,3,40,0,1,1,11200,1,1,5,30,6.8,110000,3666.67,0.86,0.91,0.78,7,3,30000,300,100,1,0.090909091,0.090909091,,,,,,,,0,0,0.434790947,1.5,4.333333333,2,4,5,3.366666667,3,5,,,,,,3.4,3.33,4,4,3.33,3.25,3.55,0,0,0.5,0.2,0,1,0.283333333
563,1,2,0,53,1,4,3,40,0,1,1,11200,1,0,5,20,6.7,39000,1975,6.9,0.91,6.27,7,2,5000,100,50,,0.090909091,0,,,,,,,,0,0,,1.5,4.333333333,2,4,5,3.366666667,3,5,,,,,,3.4,3.33,3.5,3.8,3.33,2.25,3.27,-0.6,-0.666666667,-0.75,-0.2,0,-1.75,-0.661111111
564,1,2,0,50,5,2,4,10,0,1,1,480000,1,1,8,2,3500,500,250,-0.5,0.5,-0.25,7,2,4000,1500,750,0,0.5,0,,,,,,,,0,0,-0.25,1.5,4.333333333,2,4,5,3.366666667,3,5,,,,,,4,4,4.25,4,3.33,4,3.93,0.6,0.666666667,0.5,0.4,0,0,0.361111111
564,1,2,0,50,5,2,4,10,0,1,1,480000,1,0,7,2,4000,1000,500,4,0.5,2,7,2,2000,1500,750,,0.5,0,,,,,,,,0,0,,1.5,4.333333333,2,4,5,3.366666667,3,5,,,,,,3.4,3.33,3.75,3.6,3.33,4,3.57,0,0,-0.25,-0.4,0,0.75,0.016666667
565,1,2,1,53,1,1,2,40,1,1,0,0,1,1,7,3,30000,300,100,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,4.333333333,2,4,5,3.366666667,3,5,,,,,,3.4,3.33,4,4,3.33,3.25,3.55,0,0,0.5,0.2,0,1,0.283333333
565,1,2,1,53,1,1,2,40,1,1,0,0,1,0,7,3,30000,300,100,-0.94,1,-0.94,,,,,,,0,0,,,,,,,,0,0,,1.5,4.333333333,2,4,5,3.366666667,3,5,,,,,,3.4,3.33,3.5,3.8,3.33,2.25,3.27,-1.6,-1.666666667,-1.5,-1.2,-1.666666667,-2.75,-1.730555556
3566,1,2,1,54,5,2,4,10,0,1,1,480000,1,1,1,9,17,15015,1668.33,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1.666666667,1.333333333,1,4,1.8,1,1,1,1,1,1,0,5,5,5,5,5,5,5,0,0,0,0,0,0,0
3566,1,2,1,54,5,2,4,10,0,1,1,480000,1,0,1,9,16,15015,1668.33,5.67,1,5.67,,,,,,,0,0,,,,,,,,0,0,,1,1.666666667,1.333333333,1,4,1.8,1,1,1,1,1,1,0,5,5,5,5,5,5,5,1.6,1.666666667,2,1.6,1.333333333,2.75,1.825
566,1,2,1,65,5,2,4,20,0,1,0,0,1,1,9,8,140,2000,250,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,2,1,3.5,5,2.65,2,5,,,,,,3.4,3.33,3,3.4,3.67,2.25,3.18,0,0,0,0,0,0,0
566,1,2,1,65,5,2,4,20,0,1,0,0,1,0,9,8,140,2000,250,1,1,1,,,,,,,0,0,,,,,,,,0,0,,1.75,2,1,3.5,5,2.65,2,5,,,,,,3.4,3.33,3,3.4,3.67,2.25,3.18,-1.6,-0.666666667,0.75,0.4,-0.333333333,0.25,-0.2
567,1,6,1,39,5,1,4,8,0,0,1,240000,0,1,2,8,4.5,1000,125,0,0.73,0,7,3,7,250,83.33333333,0,0.272727273,0,,,,,,,,0,0,0,3.25,3,3.666666667,3,4.5,3.483333333,3,1,1,1,1,1,0,5,4,2.25,3,4,2,3.38,0,0,0.25,0,1.666666667,0,0.319444444
567,1,6,1,39,5,1,4,8,0,0,1,240000,0,0,2,8,4.5,1000,125,-0.67,0.73,-0.48,7,3,7,250,83.33333333,,0.272727273,0,,,,,,,,0,0,,3.25,3,3.666666667,3,4.5,3.483333333,3,1,1,1,1,1,0,5,4,2,3,2.33,2,3.06,1,0,-1.75,-1,-2.666666667,-2,-1.069444444
568,1,6,1,46,5,1,1,8,0,0,1,240000,1,1,7,8,10,3000,375,-0.4,1,-0.4,,,,,,,0,0,,,,,,,,0,0,-0.4,3,3,3,4.5,5,3.7,4,2,1,1,1,1,1,4,4,3.75,4,5,4,4.13,1,1,1.25,0,1,0,0.708333333
568,1,6,1,46,5,1,1,8,0,0,1,240000,1,0,7,8,6,5000,625,-0.41,1,-0.41,,,,,,,0,0,,,,,,,,0,0,,3,3,3,4.5,5,3.7,4,2,1,1,1,1,1,3,3,2.5,4,4,4,3.42,-1.8,-0.333333333,-0.25,1,-0.333333333,-0.5,-0.369444444
569,1,6,1,31,5,1,1,10,1,1,0,0,1,1,1,15,30,16000,1066.67,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2.25,3,3.333333333,3,4.5,3.216666667,4,1,1,1,1,1,1,4.8,3.33,2.75,3,4.33,4.5,3.79,0.6,0.333333333,0.5,0,0.333333333,0.25,0.336111111
569,1,6,1,31,5,1,1,10,1,1,0,0,1,0,1,15,30,16000,1066.67,2.2,1,2.2,,,,,,,0,0,,,,,,,,0,0,,2.25,3,3.333333333,3,4.5,3.216666667,4,1,1,1,1,1,1,4.2,3,2.25,3,4,4.25,3.45,2,1,0.25,1,2,2.25,1.416666667
570,1,6,0,56,5,2,10,20,1,1,1,55000,0,1,1,3,7,1000,333.33,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3.5,5,4,5,5,4.5,2,1,0,,,,,2.2,2,2,2,2,2,2.03,0.2,0,0.25,0,0,0,0.075
570,1,6,0,56,5,2,10,20,1,1,1,55000,0,0,1,3,7,1000,333.33,-0.58,1,-0.58,,,,,,,0,0,,,,,,,,0,0,,3.5,5,4,5,5,4.5,2,1,0,,,,,2,2,1.75,2,2,2,1.96,-2.2,-2.333333333,-1.75,-2.2,-2,-2,-2.080555556
571,1,6,0,45,3,2,5,14,1,1,1,400000,1,1,2,25,45,20000,800,-0.33,1,-0.33,,,,,,,0,0,,,,,,,,0,0,-0.333333333,3,3.666666667,3.666666667,3,5,3.666666667,3,1,1,1,1,1,1,4.2,4.33,3.5,4.2,4,4,4.04,0.2,0.333333333,0.25,1,0,1,0.463888889
571,1,6,0,45,3,2,5,14,1,1,1,400000,1,0,2,25,60,30000,1200,0.5,1,0.5,,,,,,,0,0,,,,,,,,0,0,,3,3.666666667,3.666666667,3,5,3.666666667,3,1,1,1,1,1,1,4,4,3.25,3.2,4,3,3.58,0,-0.333333333,-0.5,-0.4,0,-2,-0.538888889
3573,1,2,1,60,1,2,5,30,0,0,1,360000,1,1,2,15,55,12000,800,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,2.333333333,3,2,1,2.016666667,1,5,,,,,,4,4.33,3.75,3.6,4,5,4.11,0,0.333333333,0.75,0,0,0,0.180555556
3573,1,2,1,60,1,2,5,30,0,0,1,360000,1,0,2,15,60,12000,800,-0.2,1,-0.2,,,,,,,0,0,,,,,,,,0,0,,1.75,2.333333333,3,2,1,2.016666667,1,5,,,,,,4,4,3,3.6,4,5,3.93,0,0,0,0.6,1,2.75,0.725
3572,1,6,0,34,3,2,5,18,1,0,0,0,0,1,2,20,40,20000,1000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,3.333333333,3,3,5,3.066666667,3,1,1,1,1,1,1,4,4,3,3,3,2.25,3.21,0,0,0.25,0,0,0.25,0.083333333
3572,1,6,0,34,3,2,5,18,1,0,0,0,0,0,2,20,40,20000,1000,27.57,1,27.57,,,,,,,0,0,,,,,,,,0,0,,1,3.333333333,3,3,5,3.066666667,3,1,1,1,1,1,1,4,4,2.75,3,3,2,3.13,1.2,1.333333333,0,0.8,0.333333333,-0.75,0.486111111
572,1,2,1,60,4,2,4,30,0,1,0,0,1,1,7,10,20,350,35,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,3.333333333,2,2,4.5,2.666666667,4,5,,,,,,2.8,2.67,2.75,2.2,2.67,2.75,2.64,0,0,0,0,0,0,0
572,1,2,1,60,4,2,4,30,0,1,0,0,1,0,7,10,25,350,35,-1,1,-1,,,,,,,0,0,,,,,,,,0,0,,1.5,3.333333333,2,2,4.5,2.666666667,4,5,,,,,,2.8,2.67,2.75,2.2,2.67,2.75,2.64,-1.4,-1.333333333,-1.5,-1.8,-1.333333333,-2.25,-1.602777778
573,1,2,1,55,4,2,4,30,0,0,1,480000,1,1,8,1,2,30000,30000,0.15,1,0.15,,,,,,,0,0,,,,,,,,0,0,0.153846154,1.75,1,1,1,1,1.15,1,5,,,,,,4.2,4,4.25,4,4,5,4.24,0,0,0,0,0,0,0
573,1,2,1,55,4,2,4,30,0,0,1,480000,1,0,8,1,2,26000,26000,259,1,259,,,,,,,0,0,,,,,,,,0,0,,1.75,1,1,1,1,1.15,1,5,,,,,,4.2,4,4.25,4,4,5,4.24,0,-0.333333333,-0.25,-0.4,1.666666667,2,0.447222222
574,1,2,0,56,1,2,5,20,0,1,1,480000,1,1,7,30,6,3000,100,-0.4,1,-0.4,,,,,,,0,0,,,,,,,,0,0,-0.4,3.75,3,2.666666667,3,3,3.083333333,3,5,,,,,,4.2,4.33,4.5,4.4,2.33,3,3.79,0.2,1,1,1,0.333333333,0,0.588888889
574,1,2,0,56,1,2,5,20,0,1,1,480000,1,0,7,30,6,5000,166.67,-0.42,1,-0.42,,,,,,,0,0,,,,,,,,0,0,,3.75,3,2.666666667,3,3,3.083333333,3,5,,,,,,4,3.33,3.5,3.4,2,3,3.21,0,0.333333333,0,0.4,-1.666666667,-1,-0.322222222
575,1,2,1,65,4,2,4,30,0,0,0,0,1,1,1,7,9,2000,285.71,0.1,1,0.1,,,,,,,0,0,,,,,,,,0,0,0.098901099,1,1,1,1,5,1.8,4,5,,,,,,4,3,3.5,3,3.67,4,3.53,0,0,0,0,0,0,0
575,1,2,1,65,4,2,4,30,0,0,0,0,1,0,1,5,9,1300,260,-0.78,1,-0.78,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,5,1.8,4,5,,,,,,4,3,3.5,3,3.67,4,3.53,0.6,-0.666666667,-0.25,-1,0,0,-0.219444444
576,1,2,1,50,4,3,2,20,1,0,1,360000,1,1,1,15,10,18000,1200,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1,1,1,1,1,1,5,,,,,,3.4,3.67,3.75,4,3.67,4,3.75,0,0,0,0,0,0,0
576,1,2,1,50,4,3,2,20,1,0,1,360000,1,0,1,15,10,18000,1200,5.18,1,5.18,,,,,,,0,0,,,,,,,,0,0,,1,1,1,1,1,1,1,5,,,,,,3.4,3.67,3.75,4,3.67,4,3.75,-1.2,-0.666666667,-1.25,-0.6,-1,1,-0.619444444
577,1,2,1,50,4,2,4,30,1,1,0,0,1,1,7,70,50,13600,194.29,0.24,1,0.24,,,,,,,0,0,,,,,,,,0,0,0.236363636,2.5,2,2,2,2,2.1,2,5,,,,,,4.6,4.33,5,4.6,4.67,3,4.37,0,0,0,0,0,0,0
577,1,2,1,50,4,2,4,30,1,1,0,0,1,0,7,70,50,11000,157.14,-0.93,1,-0.93,,,,,,,0,0,,,,,,,,0,0,,2.5,2,2,2,2,2.1,2,5,,,,,,4.6,4.33,5,4.6,4.67,3,4.37,1,0.333333333,1.25,1.2,1,-1,0.630555556
578,1,2,1,54,1,2,4,20,0,0,1,480000,1,1,8,73,6.5,167400,2293.15,0.16,1,0.16,,,,,,,0,0,,,,,,,,0,0,0.1625,1.5,1,1,1,1,1.1,3,5,,,,,,3.6,4,3.75,3.4,3.67,4,3.74,0,0,0,0,0,0,0
578,1,2,1,54,1,2,4,20,0,0,1,480000,1,0,8,73,6.5,144000,1972.6,-0.01,1,-0.01,,,,,,,0,0,,,,,,,,0,0,,1.5,1,1,1,1,1.1,3,5,,,,,,3.6,4,3.75,3.4,3.67,4,3.74,-0.6,-1,-0.75,-1.2,-0.666666667,-0.25,-0.744444444
702,1,1,0,54,1,2,4,40,1,1,1,84000,1,1,1,100,11,200000,2000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,1,1.333333333,2,3,1.816666667,3,1,1,1,1,1,1,4.2,5,4.5,4.6,4.33,4.25,4.48,0,0.333333333,0.25,0,0.333333333,0,0.152777778
702,1,1,0,54,1,2,4,40,1,1,1,84000,1,0,1,100,10.5,200000,2000,0,1,0,,,,,,,0,0,,,,,,,,0,0,,1.75,1,1.333333333,2,3,1.816666667,3,1,1,1,1,1,1,4.2,4.67,4.25,4.6,4,4.25,4.33,1,0.666666667,0.75,2.6,1,2.25,1.377777778
704,0,1,1,53,1,1,3,40,1,1,0,0,1,1,1,30,10.5,60000,2000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,1.666666667,2.333333333,4,3,2.5,3,5,,,,,,3.2,4,3.5,2,3,2,2.95,0,0.333333333,0,0,0.333333333,0,0.111111111
704,0,1,1,53,1,1,3,40,1,1,0,0,1,0,1,30,8,60000,2000,0,1,0,,,,,,,0,0,,,,,,,,0,0,,1.5,1.666666667,2.333333333,4,3,2.5,3,5,,,,,,3.2,3.67,3.5,2,2.67,2,2.84,-0.4,-0.666666667,-0.25,-1.4,-0.333333333,-0.25,-0.55
705,0,1,0,50,1,2,8,20,0,1,1,150000,1,1,1,18,10.5,36000,2000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.75,1.666666667,2,3,2.5,2.183333333,3,2,0,,,,,3.6,4.33,3.75,3.4,3,2.25,3.39,0,0.666666667,0.25,0,0.333333333,0,0.208333333
705,0,1,0,50,1,2,8,20,0,1,1,150000,1,0,1,18,7.5,36000,2000,-0.2,1,-0.2,,,,,,,0,0,,,,,,,,0,0,,1.75,1.666666667,2,3,2.5,2.183333333,3,2,0,,,,,3.6,3.67,3.5,3.4,2.67,2.25,3.18,-0.8,-0.333333333,0,-0.8,-0.666666667,-1.25,-0.641666667
706,0,5,0,23,5,1,4,3,0,0,1,100000,0,1,7,40,70,100000,2500,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2,1.666666667,1.333333333,1,3,1.8,4,5,,,,,,4.4,4,3.5,4.2,3.33,3.5,3.82,0,0,0,0,0,0,0
706,0,5,0,23,5,1,4,3,0,0,1,100000,0,0,7,40,70,100000,2500,4,1,4,,,,,,,0,0,,,,,,,,0,0,,2,1.666666667,1.333333333,1,3,1.8,4,5,,,,,,4.4,4,3.5,4.2,3.33,3.5,3.82,0.6,0.666666667,0.75,0,-0.333333333,0.25,0.322222222
707,1,5,0,48,4,2,3,25,0,0,1,100000,1,1,7,4,30,2000,500,-0.33,0.8,-0.27,7,1,20,2000,2000,1,0.2,0.2,,,,,,,,0,0,-0.033333333,3,3,1.333333333,2,2,2.266666667,5,5,,,,,,3.8,3.33,2.75,4.2,3.67,3.25,3.5,0,0.333333333,0,0,0,0,0.055555556
707,1,5,0,48,4,2,3,25,0,0,1,100000,1,0,7,4,25,3000,750,0.8,0.8,0.64,7,1,15,1000,1000,,0.2,0,,,,,,,,0,0,,3,3,1.333333333,2,2,2.266666667,5,5,,,,,,3.8,3,2.75,4.2,3.67,3.25,3.44,-0.2,-0.333333333,0,0.8,0,0.25,0.086111111
708,1,5,0,53,3,2,2,30,0,0,1,150000,1,1,7,6,30,2500,416.67,0.25,1,0.25,,,,,,,0,0,,,,,,,,0,0,0.25,3,2.666666667,1.666666667,1.5,3,2.366666667,4,1,0,,,,,4,3.33,2.75,3.4,3.67,3,3.36,0,0.333333333,0,0,0.666666667,0,0.166666667
708,1,5,0,53,3,2,2,30,0,0,1,150000,1,0,7,6,25,2000,333.33,-0.42,1,-0.42,,,,,,,0,0,,,,,,,,0,0,,3,2.666666667,1.666666667,1.5,3,2.366666667,4,1,0,,,,,4,3,2.75,3.4,3,3,3.19,-0.4,-1.666666667,0.75,0.6,0.333333333,0.5,0.019444444
709,0,5,1,55,3,2,2,30,0,0,1,250000,0,1,2,7,20,4000,571.43,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,1.333333333,1.333333333,2,2,1.533333333,3,5,,,,,,4.4,4.67,2,2.8,2.67,2.5,3.17,0,0,0,0,0,0,0
709,0,5,1,55,3,2,2,30,0,0,1,250000,0,0,2,7,20,4000,571.43,-0.05,1,-0.05,,,,,,,0,0,,,,,,,,0,0,,1,1.333333333,1.333333333,2,2,1.533333333,3,5,,,,,,4.4,4.67,2,2.8,2.67,2.5,3.17,1,1.333333333,0,-0.6,-0.333333333,-0.25,0.191666667
710,1,5,0,56,1,2,3,30,0,0,1,140000,0,1,7,3,30,1800,600,-0.1,0.5,-0.05,7,3,25,3000,1000,0,0.5,0,,,,,,,,0,0,-0.05,2.75,2,2.333333333,2.5,2,2.316666667,4,1,0,,,,,3.4,3.33,2,3.4,3,2.75,2.98,0,0,0.25,0,0,0,0.041666667
710,1,5,0,56,1,2,3,30,0,0,1,140000,0,0,7,3,25,2000,666.67,0.33,0.5,0.17,7,3,20,3000,1000,,0.5,0,,,,,,,,0,0,,2.75,2,2.333333333,2.5,2,2.316666667,4,1,0,,,,,3.4,3.33,1.75,3.4,3,2.75,2.94,0.2,-0.333333333,0.75,0.6,-0.666666667,0.25,0.133333333
711,0,5,0,79,1,4,1,60,0,0,1,120000,1,1,7,18,40,9000,500,0.06,1,0.06,,,,,,,0,0,,,,,,,,0,0,0.058823529,2.75,2.666666667,1.666666667,3.5,2.5,2.616666667,4,5,,,,,,3.2,3.67,1,2.8,3.67,2.5,2.81,0,0,0,0,0.333333333,0,0.055555556
711,0,5,0,79,1,4,1,60,0,0,1,120000,1,0,7,18,30,8500,472.22,-0.2,1,-0.2,,,,,,,0,0,,,,,,,,0,0,,2.75,2.666666667,1.666666667,3.5,2.5,2.616666667,4,5,,,,,,3.2,3.67,1,2.8,3.33,2.5,2.75,-1.2,0,-1.5,-0.6,0.666666667,0.5,-0.355555556
712,0,5,0,49,6,1,1,12,0,0,1,400000,0,1,2,11,20,6500,590.91,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,2.666666667,1.666666667,2,2,1.866666667,3,5,,,,,,4.4,3.67,2.5,3.4,2.67,2,3.11,0,0,0,0,0,0,0
712,0,5,0,49,6,1,1,12,0,0,1,400000,0,0,2,11,20,6500,590.91,0.18,1,0.18,,,,,,,0,0,,,,,,,,0,0,,1,2.666666667,1.666666667,2,2,1.866666667,3,5,,,,,,4.4,3.67,2.5,3.4,2.67,2,3.11,0.6,0.333333333,0,0,-0.666666667,-1,-0.122222222
713,0,5,1,57,2,2,4,20,0,0,1,100000,0,1,7,2,70,1000,500,-0.17,0.5,-0.08,7,2,120,500,250,-0.285714286,0.5,-0.142857143,,,,,,,,0,0,-0.113095238,2.25,1.666666667,1.333333333,2,3,2.05,4,5,,,,,,3.8,3.33,2.5,3.4,3.33,3,3.23,0,0,0,0,0,0,0
713,0,5,1,57,2,2,4,20,0,0,1,100000,0,0,7,2,60,1200,600,0.2,0.5,0.1,7,2,120,700,350,,0.5,0,,,,,,,,0,0,,2.25,1.666666667,1.333333333,2,3,2.05,4,5,,,,,,3.8,3.33,2.5,3.4,3.33,3,3.23,0.2,0,0,0.4,0,0.5,0.183333333
714,0,5,0,53,2,4,2,25,0,0,1,120000,1,1,7,8,30,4000,500,-0.2,1,-0.2,,,,,,,0,0,,,,,,,,0,0,-0.2,3.25,2.333333333,1.666666667,2,3,2.45,4,5,,,,,,3.6,3.33,2.5,3,3.33,2.5,3.04,0,0,0,0,0,0,0
714,0,5,0,53,2,4,2,25,0,0,1,120000,1,0,7,8,30,5000,625,0.84,1,0.84,,,,,,,0,0,,,,,,,,0,0,,3.25,2.333333333,1.666666667,2,3,2.45,4,5,,,,,,3.6,3.33,2.5,3,3.33,2.5,3.04,0.4,0.333333333,0.25,-0.4,0.333333333,0,0.152777778
715,0,5,0,60,1,4,4,35,0,0,1,160000,1,1,7,5,30,1700,340,-0.15,1,-0.15,,,,,,,0,0,,,,,,,,0,0,-0.15,3.25,3,2.333333333,2.5,3.5,2.916666667,4,5,,,,,,3.2,3,2.25,3.4,3,2.5,2.89,0,0,0,0,0,0,0
715,0,5,0,60,1,4,4,35,0,0,1,160000,1,0,7,5,30,2000,400,-0.2,1,-0.2,,,,,,,0,0,,,,,,,,0,0,,3.25,3,2.333333333,2.5,3.5,2.916666667,4,5,,,,,,3.2,3,2.25,3.4,3,2.5,2.89,-0.4,-1,-0.5,-0.2,-0.333333333,-0.75,-0.530555556
716,1,5,0,63,1,2,4,30,0,0,0,0,0,1,7,3,30,1500,500,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3,2.333333333,1.666666667,2,3,2.4,3,2,1,1,0,0,1,3.6,4,2.75,3.6,3.33,3.25,3.42,0,0,0,0,0,0,0
716,1,5,0,63,1,2,4,30,0,0,0,0,0,0,7,3,30,1500,500,-0.25,1,-0.25,,,,,,,0,0,,,,,,,,0,0,,3,2.333333333,1.666666667,2,3,2.4,3,2,1,1,0,0,1,3.6,4,2.75,3.6,3.33,3.25,3.42,-0.4,0.333333333,0.25,0.6,1,1.25,0.505555556
717,1,5,0,65,1,2,6,40,0,1,0,0,1,1,2,3,20,2000,666.67,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,2,1.666666667,2.5,3,2.033333333,3,1,1,0,1,0,0,4,3.67,2.5,3,2.33,2,2.92,0,0,0,0,0,0,0
